1,31348
2,31354
3,31354
4,31354
5,31354
6,31354
7,31354
8,31354
9,31354
10,31354
11,31354
12,31354
13,31354
14,31354
15,31354
16,31354
17,31354
18,31354
19,31354
20,31354
21,31354
22,31354
23,31354
24,31354
25,31354
26,31354
27,31354
28,31354
29,31354
30,31354
31,31354
32,31354
33,31354
34,31354
35,31354
36,31354
37,31354
38,31354
39,31354
40,31354
41,31354
42,31354
43,31354
44,31354
45,31354
46,31354
47,31354
48,31354
49,31354
50,31354
51,31354
52,31354
53,31354
54,31354
55,31354
56,31354
57,31354
58,31354
59,31354
60,31354
61,31354
62,31354
63,31354
64,31354
65,31354
66,31354
67,31354
68,31354
69,31354
70,31354
71,31354
72,31354
73,31098
74,31097
75,31098
76,31097
77,31097
78,31097
79,31097
80,31097
81,31097
82,31097
83,31097
84,31097
85,31097
86,31097
87,31097
88,31097
89,31097
90,31097
91,31097
92,31097
93,31097
94,31097
95,31097
96,31097
97,31097
98,31097
99,31097
100,31097
101,31097
102,31097
103,31097
104,31097
105,31097
106,31097
107,31097
108,31097
109,31097
110,31097
111,31097
112,31097
113,31097
114,31097
115,31097
116,31097
117,31097
118,31097
119,31097
120,31097
121,31097
122,31097
123,31097
124,31097
125,31097
126,31097
127,31097
128,31097
129,31097
130,31097
131,31097
132,31097
133,31097
134,31097
135,31097
136,31097
137,31097
138,31097
139,31097
140,31097
141,31097
142,31097
143,31097
144,31097
145,31097
146,31097
147,31097
148,31097
149,31097
150,31097
151,31097
152,31097
153,31097
154,31097
155,31097
156,31097
157,31097
158,31097
159,31097
160,31097
161,31097
162,31097
163,31097
164,31097
165,31097
166,31097
167,31097
168,31097
169,31097
170,31097
171,31097
172,31097
173,31097
174,31097
175,31097
176,31098
177,31097
178,31097
179,31353
180,31098
181,31098
182,31097
183,31097
184,31097
185,31097
186,31097
187,31097
188,31097
189,31097
190,31097
191,31097
192,31097
193,31097
194,31097
195,31097
196,31097
197,31097
198,31097
199,31097
200,31097
201,31097
202,31097
203,31097
204,31097
205,31097
206,31097
207,31097
208,31353
209,31354
210,31354
211,31354
212,31354
213,31354
214,31354
215,31354
216,31354
217,31354
218,31354
219,31354
220,31354
221,31354
222,31354
223,31354
224,31354
225,31354
226,31354
227,31354
228,31354
229,31354
230,31354
231,31354
232,31354
233,31354
234,31354
235,31354
236,31354
237,31354
238,31354
239,31354
240,31354
241,31354
242,31354
243,31354
244,31098
245,31098
246,31097
247,31097
248,31098
249,31098
250,31097
251,31097
252,31097
253,31097
254,31097
255,31097
256,31097
257,31097
258,31097
259,31097
260,31097
261,31097
262,31353
263,31354
264,31354
265,31354
266,31354
267,31354
268,31354
269,31354
270,31354
271,31354
272,31354
273,31354
274,31354
275,31354
276,31354
277,31354
278,31354
279,31354
280,31354
281,31354
282,31354
283,31354
284,31354
285,31354
286,31354
287,31354
288,31098
289,31098
290,31097
291,31097
292,31097
293,31097
294,31097
295,31097
296,31097
297,31097
298,31097
299,31097
300,31097
301,31097
302,31097
303,31097
304,31097
305,31097
306,31097
307,31097
308,31097
309,31097
310,31097
311,31097
312,31097
313,31097
314,31097
315,31097
316,31097
317,31097
318,31097
319,31097
320,31097
321,31097
322,31097
323,31097
324,31353
325,31098
326,31097
327,31353
328,31354
329,31354
330,31354
331,31354
332,31354
333,31354
334,31354
335,31354
336,31354
337,31354
338,31354
339,31354
340,31354
341,31354
342,31354
343,31354
344,31354
345,31354
346,31354
347,31354
348,31354
349,31354
350,31354
351,31354
352,31354
353,31354
354,31354
355,31354
356,31354
357,31354
358,31354
359,31354
360,31354
361,31354
362,31354
363,31354
364,31354
365,31354
366,31354
367,31354
368,31354
369,31354
370,31354
371,31354
372,31354
373,31354
374,31354
375,31354
376,31354
377,31354
378,31354
379,31354
380,31354
381,31354
382,31354
383,31354
384,31354
385,31354
386,31354
387,31354
388,31354
389,31354
390,31354
391,31354
392,31354
393,31354
394,31354
395,31354
396,31354
397,31354
398,31354
399,31354
400,31354
401,31354
402,31354
403,31354
404,31354
405,31354
406,31354
407,31354
408,31354
409,31354
410,31354
411,31354
412,31354
413,31354
414,31354
415,31354
416,31354
417,31354
418,31354
419,31355
420,31354
421,31354
422,31354
423,31354
424,31354
425,31354
426,31354
427,31354
428,31354
429,31354
430,31354
431,31354
432,31354
433,31354
434,31354
435,31354
436,31354
437,31354
438,31354
439,31354
440,31354
441,31354
442,31354
443,31354
444,31354
445,31354
446,31354
447,31354
448,31354
449,31354
450,31354
451,31354
452,31354
453,31354
454,31354
455,31354
456,31354
457,31354
458,31354
459,31354
460,31354
461,31354
462,31354
463,31354
464,31354
465,31354
466,31354
467,31354
468,31354
469,31354
470,31354
471,31354
472,31098
473,31098
474,31353
475,31097
476,31097
477,31097
478,31097
479,31097
480,31097
481,31097
482,31097
483,31097
484,31097
485,31097
486,31098
487,31097
488,31353
489,31354
490,31098
491,31354
492,31354
493,31354
494,31354
495,31354
496,31354
497,31354
498,31354
499,31354
500,31354
