-130.5 73.502
17346.5 143.932
34052.5 214.35
50499.5 283.744
66689.5 353.134
82110.5 419.452
96760.5 485.758
110383.5 547.968
122722.5 609.138
134800.5 670.304
146877.5 731.47
158442.5 790.588
169493.5 849.698
180542.5 908.808
191335.5 966.894
201615.5 1023.952
211381.5 1079.982
220633.5 1134.984
229627.5 1189.982
237852.5 1241.908
245306.5 1293.822
252500.5 1344.708
259053.5 1394.058
265221.0 1443.402
270875.0 1490.698
276015.0 1537.986
281153.0 1585.274
286163.0 1632.05
290532.5 1676.776
294387.5 1721.494
297984.5 1765.188
301324.5 1808.878
304535.5 1852.056
307618.0 1895.232
310572.0 1937.896
313398.0 1980.56
316223.5 2023.222
318920.5 2065.372
321489.0 2107.52
324057.0 2149.668
326625.0 2191.816
329065.0 2233.452
331376.5 2275.086
333687.5 2316.72
335998.5 2358.354
338309.5 2399.988
340620.5 2441.622
342931.5 2483.256
345242.5 2524.89
347553.5 2566.524
349864.5 2608.158
352175.5 2649.792
354486.5 2691.426
356925.5 2733.572
359493.0 2775.72
362061.0 2817.868
364757.0 2860.528
367709.5 2903.702
370919.0 2947.39
374257.5 2991.08
377468.5 3034.258
380807.5 3078.46
384531.0 3123.176
388511.5 3168.406
393133.0 3215.686
398269.0 3262.974
404047.0 3312.822
410467.5 3362.68
416890.5 3412.538
423697.5 3463.932
431273.0 3516.864
439235.5 3569.806
447200.5 3622.748
455549.5 3677.226
464796.0 3733.758
474814.0 3791.322
485091.5 3848.892
495626.5 3907.486
506674.0 3967.106
518747.0 4029.802
532104.0 4094.558
545978.0 4159.322
560110.0 4225.11
574499.0 4290.902
590681.0 4363.862
608662.0 4436.85
626777.5 4510.348
645021.5 4583.85
663650.5 4658.888
683305.0 4736.492
703859.5 4815.13
724673.5 4893.772
745872.5 4973.95
767457.0 5054.134
789043.0 5134.318
810629.0 5214.502
832215.0 5294.686
853801.0 5374.87
875387.0 5455.054
896973.0 5535.238
918559.0 5615.422
940145.0 5695.606
961731.0 5775.79
983317.0 5855.974
1004903.0 5936.158
1026489.0 6016.342
1048075.0 6096.526
1069661.0 6176.71
1091247.0 6256.894
1112833.0 6337.078
1134419.0 6417.262
1156005.0 6497.446
1177591.0 6577.63
1199177.0 6657.814
1220763.0 6737.998
1242349.0 6818.182
1263935.0 6898.366
1285521.0 6978.55
1307107.0 7058.734
1328693.0 7138.918
1350279.0 7219.102
1371865.0 7299.286
1393451.0 7379.47
1415037.0 7459.654
1436623.0 7539.838
1458209.0 7620.022
1479795.0 7700.206
1501381.0 7780.39
1522967.0 7860.574
1544553.0 7940.758
1566139.0 8020.942
1587725.0 8101.126
1609311.0 8181.31
1630897.0 8261.494
1652483.0 8341.678
1674069.0 8421.862
1695655.0 8502.046
1717241.0 8582.23
1738827.0 8662.414
1760413.0 8742.598
1781999.0 8822.782
1803585.0 8902.966
1825171.0 8983.15
1846757.0 9063.334
1868343.0 9143.518
1889929.0 9223.702
1911515.0 9303.886
1933101.0 9384.07
1954687.0 9464.254
1976273.0 9544.438
1997859.0 9624.622
2019445.0 9704.806
2041031.0 9784.99
2062617.0 9865.174
2084203.0 9945.358
2105789.0 10025.542
2127375.0 10105.726
2148961.0 10185.91
2170547.0 10266.094
2192133.0 10346.278
2213719.0 10426.462
2235305.0 10506.646
2256891.0 10586.83
2278477.0 10667.014
2300063.0 10747.198
2321521.0 10826.87
2342979.0 10907.054
2364565.0 10987.238
2386151.0 11067.422
2407097.0 11145.046
2427272.5 11222.148
2447061.0 11298.224
2465952.0 11371.736
2484199.5 11445.238
2502444.5 11518.74
2520433.5 11591.218
2536884.5 11658.568
2552049.5 11725.902
2566570.5 11790.676
2578657.0 11848.272
2588942.0 11905.84
2598964.0 11962.384
2608729.0 12018.924
2618493.0 12075.464
2626977.0 12126.884
2634176.0 12178.284
2640858.0 12227.636
2647026.0 12276.98
2652936.0 12325.3
2658589.0 12373.616
2663857.0 12420.396
2667843.5 12463.586
2670801.0 12506.25
2673498.5 12548.4
2676067.0 12590.548
2678379.0 12631.672
2680306.0 12672.28
2682103.5 12712.886
2683900.5 12753.492
2685697.5 12794.098
2687494.5 12834.704
2689291.5 12875.31
2690960.5 12915.404
2692501.0 12955.496
2694041.0 12995.588
2695581.0 13035.68
2697121.0 13075.772
2698661.0 13115.864
2700201.0 13155.956
2701613.0 13195.536
2702897.0 13235.116
2704180.5 13274.694
2705463.5 13314.272
2706618.5 13353.338
2707645.0 13392.402
2708671.0 13431.466
2709697.0 13470.53
2710723.0 13509.594
2711749.0 13548.658
2712775.0 13587.722
2713801.0 13626.786
2714827.0 13665.85
2715853.0 13704.914
2716879.0 13743.978
2717905.0 13783.042
2718931.0 13822.106
2719957.0 13861.17
2720983.0 13900.234
2722009.0 13939.298
2723035.0 13978.362
2724061.0 14017.426
2725087.0 14056.49
2726241.5 14096.068
2727524.5 14135.646
2728807.5 14175.224
2730218.5 14215.314
2731758.0 14255.406
2733298.0 14295.498
2734838.0 14335.59
2736506.0 14376.194
2738302.5 14416.8
2740099.5 14457.406
2741896.5 14498.012
2743821.5 14539.13
2745875.0 14580.25
2747929.0 14621.37
2750239.0 14663.514
2752934.0 14706.174
2755886.5 14749.348
2759480.0 14794.572
2763588.0 14839.804
2767826.0 14885.548
2772192.5 14931.294
2776687.5 14977.552
2781695.0 15025.348
2787728.5 15075.71
2794534.0 15126.594
2801470.5 15177.48
2809047.5 15230.926
2817267.0 15284.382
2825489.0 15337.838
2834095.0 15392.83
2843086.5 15447.828
2852463.5 15504.362
2862482.0 15561.926
2872887.0 15620.006
2883677.5 15679.112
2894853.5 15738.734
2906159.0 15798.358
2917465.0 15857.982
2929795.0 15921.702
2943153.0 15985.438
2956899.0 16050.71
2970902.5 16115.476
2985035.5 16181.266
3000065.0 16249.618
3015737.5 16317.98
3031668.5 16387.366
3048496.5 16459.316
3065968.0 16531.276
3083698.0 16604.26
3101813.0 16677.76
3120313.5 16752.286
3139455.5 16828.352
3158983.5 16904.422
3178769.0 16981.518
3199068.0 17059.642
3220137.0 17139.818
3241721.0 17220.002
3263307.0 17300.186
3284893.0 17380.37
3306479.0 17460.554
3328065.0 17540.738
